_id,detail,discount,link,oldprice,press,price,title 
p23458662,鲁迅、茅盾激赏的一代 文学洛神 ，继张爱玲后被广为瞩目的现代才女作家。 华语世界全新布面精装插图本《萧红全集》： ★收录全面 尽收萧红诗歌、小说、散文、戏剧、书信、画作，含全新发现佚文数篇，附录年表、影像、评论。 ★权威校勘本 萧红研究人章海宁主编，所有作品均按发表版本或者手稿校勘，原汁原味保留萧红文字特色。 ★汇集名家插画 囊括于绍文、端木蕻良、荒烟、陈行哲等萧红作品经典插图，高清精美呈现。 ★珍贵影像大放送 海量珍贵影像大集合，精修彩印，全景展示时人时貌。 ★购买此书的读者还喜欢: 汪国真精选集 顾城精选集 徐志摩情书集 我们 一九八四 美丽新世界, (5折) ,http://product.dangdang.com/23458662.html,¥268.00,北京燕山出版社,¥134.00, 萧红全集(全五卷)(30年代文学洛神萧红首套布面精装插图纪念集代表作《呼兰河传》《生死场》深受鲁迅茅盾激赏，是继张爱玲
p25121738,◎题材丰富，内容广博，光怪陆离。只有你想不到，没有你看不到！ 除中国读者熟知的《羊脂球》《项链》《我的叔叔于勒》名篇外，还有《羊脂球》的姊妹篇《第二十九床》、超现实主义的另类故事《火星人》《魔椅》，以及被认为是莫泊桑*出色的短篇小说的奇幻经典之作《奥尔拉》等。 ◎讲故事的高手。不仅让你过足读瘾，更能大幅提升你的叙述技艺。 十年左右的业余时间，密集写出三百多篇短篇小说，并以此 封王 ，天才作家莫泊桑讲故事的技艺，得到当时和后世众多文学大师齐刷刷的赞誉。他的作品结构巧妙、语言精练、情节跌宕，让人忽喜忽悲，时而怅然若失，时而若有所得。读完之后无不点赞 服，*服！ ◎翻译家李玉民的译风，与莫泊桑的文风高度契合，必出翻译精品。 出身于中国当代翻译家摇篮北大西语系的他，一直秉持翻译是一, (5折) ,http://product.dangdang.com/25121738.html,¥36.00,西安交通大学出版社,¥18.00, 莫泊桑短篇小说选（2017全新修订升级版，北大著名翻译家李玉民权威译作）
p23468760,严歌苓近年来一直萦怀于对自身家族史特别是对其祖父人生遭际和精神世界的探寻。依此多年的功课，本书以深远的济世情怀，将知识分子陆焉识的命运铺展在中国近当代政治这块庞大而坚硬的底布上，检视了残酷岁月里生命可能达到的高度。她的笔触往返于主人公盛年时流连的浮华地美国、上海和其后半生被禁锢的流放地西北大荒漠，世态的炎凉和命运的多诡尽收眼底。她的讲述，冷静与幽默同行，温情与练达并重，大有 翻手为苍凉，覆手为繁华 之概。, (5折) ,http://product.dangdang.com/23468760.html,¥38.00,作家出版社,¥19.00, 陆犯焉识（新版）
p23632149,★东野圭吾呕心沥血之作。时间仅剩5小时，绑匪的人质竟是整个日本。 ★日本陷入核电危机，东野圭吾发人深省的先见之明。 ★故事从开始到结束仅仅历经数小时，结构却十分宏大，东野圭吾笔下的每个人物都刻画地细致生动，让人感同身受。 ★江口洋介、本木雅弘主演同名电影，2015年上映。, (4.99折) ,http://product.dangdang.com/23632149.html,¥39.50,南海出版公司,¥19.70, 天空之蜂
p24164797,天空的城 中文在线纯爱流小说代表 千万粉丝看哭的虐心情感作 一个三无男人与美丽女房客的纯爱故事 一段和人生翻脸后追求理想生活的历程 原名《我的26岁女房客》 即将改编成同名影视剧, (5折) ,http://product.dangdang.com/24164797.html,¥38.00,广东人民出版社,¥19.00, 天空的城（原名：我的26岁女房客）
p25110325,★一部感动千万读者的温情小说。 ★一个关于逃离与守望的动人故事。 ★与《杀死一只知更鸟》具有相同深度和力量的作品！ ★为了真相 你愿意付出怎样的代价。 ★2015 克里斯汀文学奖和卡罗尔文学奖 当代小说奖 获奖作品。 ★美国权威书评杂志《书单》2012和2013 年度十佳作者 丽萨?温格特 ★千万亚马逊4.5分、Goodreads 4.25分读者高分推荐。 ★以女性成长为主题，融合了历史，种族和传说等元素的作品，既温暖人心又能让人充满勇气。 ★一份书稿联系起四段不同的人生，充满悬念，令人手不释卷。 ★对于个人成长观察入微，在不同人物身上读者仿佛都能看到自己生活的投影。 重磅推荐：, (5折) ,http://product.dangdang.com/25110325.html,¥48.00,百花洲文艺出版社,¥24.00, 守护故事的人(一部与《杀死一只知更鸟》相同深度和力量的作品)
p1407023986,★★★★★《盗墓笔记》六周年完美纪念豪华套装 ★★★★★★*致悬念盛宴，不看《盗墓》枉读书！作为近年来*火爆的小说，《盗墓笔记》系列小说凭借着*具悬念的情节，诡异多变的气氛，细腻丰富情感，个性迥异的人物，粗犷有力的文字而成为万众瞩目的*点。每次更新均超过千万的浏览，每卷出版均造成哄抢，每次签售均引发轰动。事实证明：近十年来，没有一部小说拥有过这样万众瞩目的关注。史上*具人气的畅销之作。本次出版的《盗墓笔记》六周年完美纪念套装更是将六年以来，千万读者的无私之爱凝聚，让我们一起品尝这一场*致悬念的豪华盛宴！不读 盗墓 枉读书！ 内容推荐 《盗墓笔记（1-8）（套装共9册）（六周年纪念版）》：包括《盗墓笔记1七星鲁王宫》《盗墓笔记2秦岭神树》、《盗墓笔记3云顶天宫》、《盗墓笔记4蛇沼鬼城》、《盗, (4.04折) ,http://product.dangdang.com/1407023986.html,¥295.20,unknow,¥119.00, 盗墓笔记全套全集共9册 老九门作者力作 盗墓笔记12345678 六周年完美纪念套装 鬼吹灯 盗墓笔记8大结局上下册2
p23661407,, (6.89折) ,http://product.dangdang.com/23661407.html,¥45.00,人民文学出版社,¥31.00, 白鹿原（第一版）
p23931682,※ 即使忽略所有的巧合、偏执、无奈和情非得已，也难以描述那种虚空荒凉，究竟自何而来。 ※ 所谓魍魉之匣，是盲昧难辨，是幽闭难言。是行走间踏入颠倒天地，无眼耳鼻舌身意，无色声香味触法。 ※ 魍魉之不可说，如人心之不可测。剥离秩序的外壳，它懵懂安静，天真以致邪恶。那时混沌未开，它是一枝曼陀罗，行恶而不以为恶，不知情为何物，但识欢喜凄苦。 ※ 每个人都自认清醒明白理智，而魍魉如何倏忽来去，充溢四塞，无人可知。 魍魉如有意，匣盖将启，请君入彀。, (7.85折) ,http://product.dangdang.com/23931682.html,¥45.00,上海人民出版社,¥35.30, 魍魉之匣（上）
p25192031,《红尘》描绘了上世纪60年代古都小巷中一个弱女子的故事，冷峻地透视了那个以瞒和骗扼杀真善美的历史氛围，给人以强烈的灵魂震撼。如果一个人想要理解 市井 这两个字，那《红尘》这本书是极好的，相比一些作品将胡同描写成和谐的群居生活，或者幻想着邻里亲善，本书以一个女性物化的悲剧，表达了对市井人性的嘲讽以及对女性从属身份的悲悯。, (5折) ,http://product.dangdang.com/25192031.html,¥35.00,北京十月文艺出版社,¥17.50, 红尘
p25154998,王小波经典代表作，逝世二十周年精装纪念版！王小波奇想与荒诞的结晶 一个人只拥有此生此世是不够的，他还应该拥有诗意的世界。 自由理性、特立独行、黑色幽默，二十年来王小波的文字像一面猎猎旌旗感召着一代代年轻人，王小波是书店里永不消失的风景！ 王小波全部作品的独家授权！包括从未面市的遗稿及大量私人照片！ 李银河老师，亲自校勘全稿，并作序追忆对王小波的思念之情。 王蒙、王朔、李敬泽、章诒和、徐则臣、徐浩峰、麦家、冯唐、柴静，诸多文坛名家倾情推荐，致敬王小波。, (5折) ,http://product.dangdang.com/25154998.html,¥45.00,北京十月文艺出版社,¥22.50, 万寿寺
p20029879,名著名译, (5折) ,http://product.dangdang.com/20029879.html,¥20.00,上海文艺出版社,¥10.00, 哈姆莱特 世界十大文学名著
p25252733,◆读小说，学知识，锁定读客知识小说文库。 ◆ 高智商悬疑小说 大师周浩晖代表作！ ◆事实上，催眠术早被用于各行各业，心理医生用来治病救人，广告商用来贩卖商品，江湖术士用来坑蒙拐骗 ◆意志薄弱的人、欲望强烈的人、过度防范的人，都极易被催眠术操控。 ◆翻开本书，带您见识催眠师之间正与邪的斗法，了解这个隐秘而又无处不在的神秘世界。 推荐您购买读客其他畅销书：, (5折) ,http://product.dangdang.com/25252733.html,¥169.90,海南出版社,¥84.90, 邪恶催眠师三部曲（套装全3册）（“高智商悬疑小说”大师周浩晖经典代表作，《暗黑者》前传！）
p1249925959,《刺杀骑士团长》是村上春树七年磨一剑的突破之作。 一幅藏匿于阁楼的惊世画作串起战争年代挥之不去的伤痛经历和现实生活中超脱想象的意外离奇。 夜半铃声与古庙洞口、神秘邻居免色涉与绘画班女学生秋川真理惠、 骑士团长 与 长面人 、现实世界与隐喻世界 村上春树用他擅长的层层剥开的写法，将读者步步引入奇妙之境。 村上春树说： 历史乃是之于国家的集体记忆。所以，将其作为过去的东西忘记或偷梁换柱是非常错误的。 人相信他人的力量。这一点以前没出现在我的结局里。这也是我*次让家庭生活出现在我的小说里。 村上春树 又名《骑士团长杀人事件》, (5.72折) ,http://product.dangdang.com/1249925959.html,¥98.00,unknow,¥56.00, 刺杀死骑士团长：村上春树 骑士团长杀人事件 暌违7年新长篇，林少华激赏翻译，书名又译
p24012494,★直木奖作品，韩国连续四年销量超村上春树、东野圭吾 ★每天忙忙碌碌、身心疲惫的人，这是一本真正可以帮你解忧的书 ★没来得及请《解忧杂货店》浪矢老爷爷化解的烦恼，来找伊良部吧 ★无需潸然泪下，也能疗愈人心。装模作样的人生是不会开心的，读完这本书，你才会快乐 ★多次被改编成爆红影视剧，喜剧鬼才三木聪导演，小田切让、堺雅人、阿部宽出演 ★精装典藏，外封趣味十足，内封裸眼3D。附赠精美团扇，一扫暑热，带来夏日清凉, (4.99折) ,http://product.dangdang.com/24012494.html,¥39.50,南海出版公司,¥19.70, 精神科的故事：空中秋千 爆笑版《解忧杂货店》
p23617407,★ 大师经典名作，全新精装收藏版，余华倾情推荐 ★ 独特而迷人的文体 掌小说 ，精炼优美，适合手边阅读 ★ 大概是代替诗，我写了掌小说。掌小说凝聚了我年轻时代的诗的精神。 川端康成, (5折) ,http://product.dangdang.com/23617407.html,¥35.00,南海出版公司,¥17.50, 阵雨中的车站
p24170728,◎ 人生必读的100本书 拔得头筹的作者 英国老牌媒体《卫报》评出的 人生必读的100本书 中，简 奥斯汀的《傲慢与偏见》拔得头筹，其姊妹篇《理智与情感》是奥斯汀第二重要的作品；2017年，奥斯汀去世200周年，英国新版2镑硬币、10镑纸币改用奥斯汀头像：这些充分证明了奥斯汀的伟大与不朽。 ◎ 英版张爱玲 的 英版《色戒》 如同奥斯汀和张爱玲有着相似的婚恋观，《理智与情感》和《色戒》有着相似的主题：人性中 理智与情感 的平衡，既否定*理智，又不赞成感情用事。读懂《理智与情感》，便能读懂《色戒》；读懂奥斯汀，便能读懂张爱玲。 ◎ 翻译界 绝代双骄 贾氏兄弟倾情献 译 贾文渊，著名戏剧家贾肯堂先生长子，其弟贾文浩也为著名翻译家。多年来，兄弟二人除勤奋教学，遍结桃李外，翻译了多部西方著名文学作品和有关经典著作。, (5折) ,http://product.dangdang.com/24170728.html,¥29.00,西安交通大学出版社,¥14.50, 理智与情感
p23685386,钱鍾书所著的《人兽鬼》里的人物情事都是凭空臆造的。不但 人是安分守法的良民，兽是驯服的家畜，而且鬼也并非没管束的野鬼；他们都只在本书范围里生活，决不越规溜出书外。假如谁要顶认自己是这本集子里的人、兽或鬼，这等于说幻想虚构的书中角色，竟会走出书，别具血肉、心灵和生命，变成丁他，在现实里自由活动。, (7.9折) ,http://product.dangdang.com/23685386.html,¥19.00,生活·读书·新知三联书店,¥15.00, 人·兽·鬼（简体版）
p23955860,★苏珊 桑塔格、切斯瓦夫 米沃什、艾萨克 辛格、菲利普 罗斯、约翰 厄普代克、J. M. 库切、余华等推崇的伟大作家 即便有卡夫卡的存在，布鲁诺 舒尔茨仍然写下了20世纪*有魅力的作品之一 。 ★足以与卡夫卡和普鲁斯特相提并论的20世纪欧洲文学大师 在入选哈罗德 布鲁姆《西方正典》书单的八部波兰文学经典中，唯布鲁诺 舒尔茨独占两部。 ★完整收录鲁诺 舒尔茨存世全部虚构作品，*直接译自波兰语原文的简体中文译本，舒尔茨小说艺术全貌首次完整呈现。, (5.89折) ,http://product.dangdang.com/23955860.html,¥52.00,广西师范大学出版社,¥30.60, 鳄鱼街: 布鲁诺·舒尔茨小说全集
p23734148,★天王作家东野圭吾悬疑杰作 ★我只想像梦里那样，纵身跃入眼前的风中，让风包围住，乘着风自由飞翔 ★出乎意料的逆转，藏在暗处的凶手 ★令读者如未携带指南针而徘徊在树海中，完全无法预测情节的发展方向 ★读到将近一半，案犯的身份已很明确，但这部作品的有趣就在于案犯试图推理出让自己的计划出现破绽的人。 东野圭吾粉丝站, (5折) ,http://product.dangdang.com/23734148.html,¥35.00,南海出版公司,¥17.50, 东野圭吾：鸟人计划
p23484873,, (7.43折) ,http://product.dangdang.com/23484873.html,¥33.00,上海译文出版社,¥24.50, 巴黎圣母院 （译文名著精选）
p24225130,★《摩登时代》是一部让人在人生十字路口找到勇气的小说！ ★伊坂幸太郎长篇杰作，日文版销量突破100万册 ★《摩登时代》是高口碑畅销书《金色梦乡》的兄弟篇 ★《摩登时代》这本小说改变不了世界，但也许能抵达至少一个人的心灵。 ★《摩登时代》和《金色梦乡》就像一对异卵双胞胎：严肃的哥哥和奔放的弟弟。《摩登时代》的主题是覆盖社会的巨大系统，我想写人在这个系统中如何奋战并抓住幸福的故事，写出我想象的真实未来。 伊坂幸太郎 ★伊坂幸太郎是天才，有独特的文风，将背负起日本文学今后的命运。 宫部美雪 ★伊坂幸太郎就是天生该写小说的人。 伊集院静（直木奖得主） ★面对这个世界，我们需要伊坂幸太郎这样的作者。在这个年代，我们需要有伊坂幸太郎的善意。 止庵 ★伊坂幸太郎是一个特别能开脑洞的作家，结尾总, (4.99折) ,http://product.dangdang.com/24225130.html,¥49.50,南海出版公司,¥24.70, 摩登时代（独家赠送四张王珞丹手写印制书签）
p25174820,从燕山深处一个小村白羊峪的绿色梦想写起，鲜活多趣的故事，生动诙谐的细节，不断迸跳而出，摒却了观念化的说教。在这部新作中，能读到来自京津冀山乡的*信息，农村现实关系的新变动乃至农村政策的新变化，能见识到带头人范少山式的坚毅而达观的风采，从而思考中国农民的文化命脉和精神理想。 关仁山的秘诀在于 无缝对接 ：打通传统与现实，历史与当下， 离开土地 与 回归土地 的关系，使作品充满了张力。 雷 达（著名评论家，中国小说学会会长） 如何书写乡土中国几十年来的巨变，如何看待和想象大变动时代的中国乡村，是这个时代作家面临的共同难题。关仁山一直执著地以探索的姿态乐观地看待这场巨变，他的文学人物都是乡村中国变革的支持者。这使他在同类农村题材创作中独树一帜。这部《金谷银山, (5折) ,http://product.dangdang.com/25174820.html,¥49.00,作家出版社,¥24.50, 金谷银山（平）（2017中国好书入围）
p23770544,★ 马尔克斯四大经典短篇小说集之一，魔性与灵性交织的杰作！ ★ 他们在时间里迷了路，他们为失去了的世界哭泣。 ★ 马尔克斯的14种孤独，梦境中，困境中，恐惧中，欲望中，沟通中 ★ 关于对失去了的世界的回忆；关于不同处境下个人的孤独。 ★ 收录《蓝狗的眼睛》《六点钟到达的女人》《有人弄乱了这些玫瑰》《伊莎贝尔在马孔多观雨时的独白》等名篇 ★ 翻开本书，不一定能找回每个人失去了的时光，但能够获得一种全新的观看已逝世界的方式，获得和岁月角力的可能。, (5折) ,http://product.dangdang.com/23770544.html,¥35.00,南海出版公司,¥17.50, 蓝狗的眼睛
p23484871,, (7.83折) ,http://product.dangdang.com/23484871.html,¥23.00,上海译文出版社,¥18.00, 最后一片叶子：欧·亨利短篇小说选
p23311509,四位侦探对四位凶手：侦探***公平的对决 赫尔克里 波洛*喜欢的案件之一，心理分析的教科书, (7.5折) ,http://product.dangdang.com/23311509.html,¥28.00,新星出版社,¥21.00, 底牌：阿加莎 克里斯蒂作品集09（四位侦探对四位凶手：侦探史上公平的对决，心理分析的教科书）
p25199232,★ 托尔金原画经典书衣本，首次引进中国！ ★ 官方授权全新中译本，J.R.R.托尔金亲绘插画，克里斯托弗 托尔金前言。 ★ 《魔戒》作者托尔金成名巨著！全球持续畅销75年！ ★ 《哈利 波特》《冰与火之歌》《阿凡达》无不顶礼膜拜！ ★ 同名奇幻大片《霍比特人2》全球瞩目热映，《指环王》原班人马制作！ ★ 1937年《霍比特人》首版；17年后，续作《魔戒》才出版。 ★ J.K.罗琳： 直到《哈利 波特》写到终卷时，我仍然坚持认为自己不会超过托尔金。 ★ 乔治 马丁： 我从来没有想过去追托尔金，他是真正的大师。 ★ 美国总统奥巴马： 当我像你们这么大的时候 我正一头扎进《霍比特人》还有《魔戒》里。它们不只是冒险故事，更教会我人们如何互动，以及人有善恶。 ★ W.H.奥登： 英雄是个霍比特人, (7.89折) ,http://product.dangdang.com/25199232.html,¥42.00,上海人民出版社,¥33.10, 霍比特人(经典书衣版)
p23295966,大仲马风靡世界的经典名作！ 周克希先生全面校订本！ 《经典译林：三剑客》问世以来，流传着一句话： 如果此刻在某个荒岛上有个鲁滨逊，他也在读《三剑客》。, (7.45折) ,http://product.dangdang.com/23295966.html,¥38.00,译林出版社,¥28.30, 经典译林：三剑客
p24012391,李银河、柴静、冯唐推荐！ 王小波经典作品， 影响三代年轻人的文学经典， 一首未来社会狂想曲！ 赠送精美藏书票。 迄今王小波*读本 小波在一篇小说里说：人就像一本书，你要挑一本好看的书来看。我觉得我生命中*的收获和幸运就是，我挑了小波这本书来看。我从1977年认识他到1997年与他永别，这二十年间我看到了一本*美好、*有趣、*好看的书。 李银河 王小波说过，你在家里，在单位、认识的人面前，你被当成一个人看，你被尊重，但在一个没人认识你的地方，你可能会被当成东西对待。我想在任何地方都被当成人，不是东西，这就是尊严。 柴静 小波的好处显而易见。*，有趣味。这一点非常基本的阅读要求，长久以来对于我们是一种奢侈。第二，说真话。这一点非常基本的做人作文要求，长久以来对于我们是一种奢侈, (5折) ,http://product.dangdang.com/24012391.html,¥29.00,作家出版社,¥14.50, 白银时代 王小波经典作品集
p24195064,★ 商战版《官场笔记》！全面超越《问鼎》《交手》！商战小说*大神何常在迄今为止至为满意之作！*部上市一个月，便热销数万册！ ★ 以马云、马化腾、李彦宏、雷军、刘强东、张朝阳等大佬为原型，写透高手们的大智慧、大手腕、大谋略！ ★ 善谋者胜，善算者赢！内含大量阳谋诡计、商业运作、商业谈判、事件营销等可以读以致用的知识！是商界人士必看读物！ ★ 全景再现互联网三大帝国七大诸侯从无到有从有到强从强到吞并一切的成长和并购史！ ★ 18年历时，18次创业，120次商战交锋，312位商界精英 谁能成为傲立潮头的弄潮儿？！ ★ 中国*本全方位解密三巨头成长史以及互联网大战真相的商战大作！堪称互联网创业者的《史记》！ ★ 中国至为牛逼的商人到底是谁？！ ★ 他被称为中国的罗斯柴尔德！ ★ 就连被称为经营之神的日本和中国台湾的两位大, (7.12折) ,http://product.dangdang.com/24195064.html,¥39.80,北京联合出版公司,¥28.30, 谋局者. 2 风云际会
p1096334660,, (5.02折) ,http://product.dangdang.com/1096334660.html,¥39.50,unknow,¥19.80, 正版现货 解忧杂货店 现代人内心流失的东西 这家杂货店能帮你找回 不是推理小说 却更扣人心弦 [日]东野圭吾 编著
p23720683,《奥德赛》是以特洛亚战争传说为题材的 系列史诗 中惟一一部传世的 返乡史诗 。足智多谋的奥德修斯用木马计攻陷特洛亚城之后，率领自己的军队渡海回国。途中遭遇各种艰难险阻，历经十年飘泊，随行同伴全部遇难，只有他在女神雅典娜的佑助下，坚韧不拔地孤身一人回到久别的故乡。, (7.71折) ,http://product.dangdang.com/23720683.html,¥37.00,人民文学出版社,¥28.50, 荷马史诗.奥德赛
p24244669,著名翻译家王仁才经典全译本，诺贝尔文学奖得主海明威成名之作！入选20世纪100部英文小说！ 美国20世纪伟大的文坛硬汉， 迷惘的一代 杰出的文学代表，一代文学大师海明威的*部长篇小说！ 领会海明威打不垮的 硬汉 精神， 每个男孩子都应该拥有的灵魂洗礼 ！, (5折) ,http://product.dangdang.com/24244669.html,¥32.00,中国友谊出版公司,¥16.00, 太阳照常升起
p25124635,"有一位读者这样说--""不能用看《福尔摩斯探案集》的方式去看《漫长的告别》，它更接近《了不起的盖茨比》。""这句话说出了编辑的心声。", (7.13折) ,http://product.dangdang.com/25124635.html,¥49.00,天津人民出版社,¥34.90, 漫长的告别（2017新版，名译收藏本。雷蒙德·钱德勒凭此书超越类型，成为经典文学大师。）
p23580696,, (7.52折) ,http://product.dangdang.com/23580696.html,¥33.00,中华书局,¥24.80, 搜神记(精)--中华经典名著全本全注全译丛书
p23786194,★好奇心比雄心走得更远 ★2006年欧洲**畅销书，超越《哈利 波特》和《达 芬奇密码》 ★德国20年来*畅销的小说 连续37周《明镜周刊》图书榜冠军 ★德国中学指定读物 ★读了这本书，你一定会迷恋上科学！ ★罗辑思维全价销售每3秒卖出1册，10000册1天售罄, (4.99折) ,http://product.dangdang.com/23786194.html,¥39.50,南海出版公司,¥19.70, 丈量世界
p23912384,推荐：《张居正》（全四册）（长篇历史小说经典书系）获中宣部 五个一工程 奖、全票获得第六届茅盾文学奖、首届姚雪垠长篇历史小说奖、被誉为中国新时期长篇小说的里程碑。 《武则天》（全三册）说不完的壮怀激烈，道不尽的叱咤风云。人生有跌宕起伏，有爱恨情仇，但谁也不能操控强者的命运！ 《秦始皇》（长篇历史小说经典书系）全新修订珍藏版。西方人眼中的恺撒，东方人眼中的千古一帝。 全新视角，独到解读国共高层一致推崇的人物！ 《李鸿章》（全三册）（长篇历史小说经典书系）本书是迄今为止写李鸿章至好的小说，与《雍正皇帝》《张居正》《大秦帝国》《曾国藩》并称为 当代长篇历史小说五大名作 。是为官从政、为人处世必读经典。 《永乐大帝》（全三册）（长篇历史小说经, (5.9折) ,http://product.dangdang.com/23912384.html,¥99.00,长江文艺出版社,¥58.40, 曾国藩（全三册）（长篇历史小说经典书系）
p25166592,◆几代人都一样，一读古龙，就会热血沸腾！ ◆全新 热血版 古龙，滚烫问世！ ◆作为华语小说界一代宗师， 古龙 二字本身已成为一个文化符号。《绝代双骄》《小李飞刀》《陆小凤》《楚留香》等经典作品中涌动着永恒的热血、自由和生命力，不仅征服了一代代读者，更引发了巨大的文化浪潮，风靡整个中文世界，半个世纪风行不衰！ ◆三毛、倪匡、亦舒、林清玄、蔡澜、王家卫、徐克、徐皓峰、温瑞安、冯唐、凤歌、春树、南派三叔、九把刀 古龙的一代代读者中涌现无数大师，热血古龙点燃整个中文世界！ ◆113次改编电影，104次改编电视剧，32次改编游戏，14次改编漫画 这是属于热血古龙的时代！ ◆《古龙经典 *辑》套装共17册，囊括8部古龙杰作：《绝代双骄》《七种武器》《欢乐英雄》《三少爷的剑》《英雄无泪》《大地飞鹰》《彩环曲》《剑, (5折) ,http://product.dangdang.com/25166592.html,¥999.00,文汇出版社,¥499.50, 古龙经典第一辑（套装共17册）（热血版）
p24045145,《发条橙》是一部经典幻想小说。一个生活在英国未来社会的问题少年，由于青春期躁动走上犯罪道路，后受到社会制裁，被剥夺自由意志。经过思考与改造，他重新融入社会，意识到自己不过是上帝手中的一只发条橙……本书对青春迷失的写照，对自由意志的反思，在文学史上具有划时代的意义。导演库布里克改编的同名电影虽遭禁数十年，却早已在世界各地被奉为经典。, (7.49折) ,http://product.dangdang.com/24045145.html,¥35.00,译林出版社,¥26.20, 发条橙
p1159988676,, (7.33折) ,http://product.dangdang.com/1159988676.html,¥109.00,unknow,¥79.80, 射雕英雄传(套装共4册)(朗声新修版)/金庸作品集 金庸新定本精美校编 收藏佳品 武侠小说 全4册 正版
p23926275,晚清以来，中国开始由乡土社会向工商社会转型，农村发生了翻天覆地的变化，《故乡天下黄花》用史诗般的描述反映了这一社会变化。小说的主角不是人，而是一个村庄，这个村庄从民国初年之后六十年间，四个不同时期，发生了一系列的故事。 有人称《故乡天下黄花》的地位之于中国文学，如同《静静的顿河》之于苏联文学。, (5折) ,http://product.dangdang.com/23926275.html,¥42.00,长江文艺出版社,¥21.00, 故乡天下黄花（典藏版）
p23797341,1 、何常在畅销多年，初心未改，始终推崇至善的人格魅力：做人做事的**境界是厚道。 2 、继《问鼎》《运途》之后，又一兼具实用性与指导意义的指南式小说。 做事 要 考虑周全，不 急功近利 不冒进，不动声色地等候* 佳 时机的 到来。 3 、 忙 中不说 错 话， 乱 局不看错人， 始终 不走错路 ，方能凝聚力量，手握胜算。 4 、时政小说榜单前 10 中，有超过 5 本出自何常在之手，其运作技巧之高明、指南意义之重要，不言而喻。, (5折) ,http://product.dangdang.com/23797341.html,¥273.00,清华大学出版社,¥136.50, 胜算（套装全七册）
p23980096,★一个为了给女儿报仇而赌上一切的父亲，一个出人意表、不按常理出牌的死神，一个为期七天、紧张激烈又温暖人心的奇妙故事。 ★这是一个悲伤的故事，却让人读后心里温热起来；这是一个奇妙的故事，竟然能从死神身上获得生活的勇气；这是一个关于死亡的故事，却给人好好活下去的信念。 ★伊坂幸太郎： 我的愿望是，读者读完《死神的浮力》后不是低下头，而是抬头向上，哪怕只有一点点 用量角器来比喻，就是1 左右吧。这样一直延长下去，不是能达到相当的高度吗？ ★日本年度图书Top5 ★五月天：如果村上春树是个爵士乐手，那伊坂幸太郎就是个不折不扣的摇滚乐手。我极少错过伊坂的小说，那是每次巡回途中重要的精神食粮，甚至某些专辑概念也被他的小说所影响。 ★伊坂幸太郎善于描写这个世界上活着的人感受到的恐惧和不安。《死, (5折) ,http://product.dangdang.com/23980096.html,¥45.00,南海出版公司,¥22.50, 死神的浮力
p23394069,, (7.89折) ,http://product.dangdang.com/23394069.html,¥17.00,中华书局,¥13.40, 阅微草堂笔记
p23428029,◆《教父Ⅲ：*后的教父》2014全新修订译本，一字未删，完整典藏。 ◆《教父》是男人的圣经，是智慧的总和，是一切问题的答案。 ◆他是*后的教父，是地下世界的统治者。 ◆谁都无法揣测教父的阴谋，谁都不能阻挡家族滔天的野心。 ◆没有正义，只有胜利。 推荐您购买读客其他畅销书：, (5折) ,http://product.dangdang.com/23428029.html,¥54.00,江苏文艺出版社,¥27.00, 教父Ⅲ：最后的教父 （《教父》三部曲终篇，教父最后的阴谋，家族终极的野心。）
p25177702,法兰西文艺骑士勋章获得者韩少功经典力作 荣获美国第二届纽曼华语文学奖 入选《亚洲周刊》 20世纪中文小说100强 zui新修定版 世界ji水准，充满独创性魅力 关于语言，关于人，带来了全新的发现, (5折) ,http://product.dangdang.com/25177702.html,¥45.00,北京十月文艺出版社,¥22.50, 马桥词典
p23354889,, (7.48折) ,http://product.dangdang.com/23354889.html,¥36.00,人民文学出版社,¥26.90, 白鹿原
p23811645,★ 直木奖获奖作品！让人忍俊不禁的辛酸人生，令人感动不已的艰难现实。 ★盯梢登记、接送孩子、照管女友、修门搬物 奇怪的委托，奇葩的顾客，有困难请找多田便利屋，也许还能顺便找回失落的幸福！ ★ 真幌站前 系列三部曲首次完整出版！**部《真幌站前多田便利屋》全新回归。两名心有旧伤的离婚男人，一家致力于解决现实问题又屡遭令人哭笑不得的危机的便利屋，一群生活在东京近郊小城的普通人，演绎幻想之城的真实人生，构筑充满欢笑与泪水，搞怪与温情的戏剧世界，足以治愈孤独，慰藉心灵。 ★ 两个男人间的关系充满微妙的戏剧张力。操心体质的多田，浪荡疏离的行天，与众不同的重逢，妙不可言的同行。 ★ 由瑛太和松田龙平主演的同名电影获当年度《电影旬报》十佳之一。 相关推荐： 《我心中尚未崩坏的部分》（声势凌, (7.85折) ,http://product.dangdang.com/23811645.html,¥32.00,上海人民出版社,¥25.10, 真幌站前多田便利屋
p22862409,◆非凡之事存在于常人之路 ◆朝圣，是与我们自己相会 ◆《牧羊少年奇幻之旅》作者保罗?柯艾略朝圣之旅 ◆38种语言畅销全球，销量逾1000万册 ◆书里讲的，是我重获新生的故事。 保罗?柯艾略 ◆除了加西亚?马尔克斯，保罗?柯艾略是追随者与读者*多的拉美作家。 《经济学人》, (4.99折) ,http://product.dangdang.com/22862409.html,¥29.50,南海出版公司,¥14.70, 《朝圣》（《牧羊少年奇幻之旅》作者保罗·柯艾略朝圣之旅:“书里讲的，是我重获新生的故事”）
